size,digits,algo,trial,elapsed,muls,adds
4,16,schoolbook,1,7.429998368024826e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,karatsuba,0,7.419998291879892e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,karatsuba,1,8.649996016174555e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,strassen,0,8.25000461190939e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,strassen,1,0.00011070002801716328,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
4,16,numba,0,2.900022082030773e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
4,16,numba,1,2.400018274784088e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
8,4,auto,0,0.0002886999864131212,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,auto,1,0.00021930004004389048,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,schoolbook,0,0.000174800050444901,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,schoolbook,1,8.310005068778992e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,karatsuba,0,8.9599983766675e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,karatsuba,1,6.240000948309898e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,strassen,0,0.00010040006600320339,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,strassen,1,8.759996853768826e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,4,numba,0,2.499902620911598e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
8,4,numba,1,2.00001522898674e-06,,,"call failed (ValueError): Unknown mul_algo: 'numba'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)']"
8,8,auto,0,0.00025889999233186245,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,8,auto,1,0.00020899996161460876,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,8,schoolbook,0,9.979994501918554e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,8,schoolbook,1,8.300004992634058e-05,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
8,8,karatsuba,0,0.00017180002760142088,,,"call failed (TypeError): int() argument must be a string, a bytes-like object or a real number, not 'list'; tried: ['decimal_gemm_naive(A,B, mul_algo=..., cutoff=..., return_counters=True)', 'decimal_gemm_naive(A,B, mul_algo=..., cutoff=...)', 'decimal_gemm_naive(A,B)']"
